DATE\TEAM,ANH,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MON,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WPG,WSH
2/22/2015,,,CHI-A,NSH-H,,NYR-A,,BOS-H,TBL-H,MIN-A,,,PIT-A,,DAL-H,,,BUF-A,VAN-H,CBJ-H,,WSH-H,FLA-H,,,COL-A,,NYI-A,,PHI-A
2/23/2015,DET-H,NJD-A,,,,,,,,,ANH-A,,,,,,ARI-H,,,,,,,,,,,,,
2/24/2015,,NYI-A,VAN-H,CBJ-A,PHI-H,BUF-H,NYR-A,FLA-H,NSH-A,WPG-A,LAK-A,MIN-A,CHI-A,DET-H,EDM-H,STL-A,,COL-H,ARI-H,CGY-H,,CAR-A,,,MON-H,,,BOS-A,DAL-H,
2/25/2015,OTT-H,,,,,,NJD-A,,,,,,,,,,CGY-H,,,,ANH-A,,WSH-A,,,,,,,PIT-H
2/26/2015,,NYR-A,,VAN-H,,MON-H,,FLA-A,,,SJS-A,,CHI-H,OTT-H,NSH-A,CBJ-A,,MIN-H,,ARI-H,LAK-A,TOR-A,,DET-H,WPG-A,,PHI-H,BUF-A,STL-H,
2/27/2015,LAK-H,,NJD-A,,WSH-H,,NYI-A,TBL-A,DAL-A,COL-H,,,,ANH-A,,,BOS-H,,CGY-H,,,,,,,CHI-H,,,,CAR-A
2/28/2015,,BOS-A,ARI-H,FLA-A,NYI-A,NJD-H,,,MIN-H,,NSH-A,STL-H,BUF-H,,COL-A,TOR-H,CBJ-A,DET-H,CAR-H,PHI-A,SJS-A,NYR-H,,OTT-H,EDM-A,,MON-A,,,
3/1/2015,DAL-A,,,,,PIT-A,,,,ANH-H,,,TBL-H,WPG-A,,,,,,,,,CBJ-H,,VAN-A,FLA-A,WSH-A,STL-H,LAK-H,TOR-H
3/2/2015,,,,,CHI-A,,,CAR-H,,,,,,,,SJS-A,,NYR-A,,NSH-H,,,,MON-H,,,,,,
3/3/2015,ARI-A,ANH-H,,TBL-A,,WSH-H,PHI-A,,,NYI-H,,LAK-H,TOR-H,EDM-A,OTT-H,,NSH-H,NJD-A,DAL-A,,MIN-A,CGY-H,,VAN-A,,BUF-H,FLA-A,SJS-H,,CBJ-A
3/4/2015,MON-H,,,,,,,,PIT-H,,NYR-H,,,,,ANH-A,,,,DET-A,WPG-A,,COL-A,,,,,,OTT-H,
3/5/2015,,VAN-H,CGY-H,,,,BOS-A,,,FLA-A,,,DAL-H,MON-H,WSH-A,LAK-A,,NYI-H,NSH-A,,,STL-H,,,PHI-A,TOR-H,TBL-A,ARI-A,,MIN-H
3/6/2015,PIT-H,,,OTT-A,MIN-H,NJD-A,DET-A,EDM-H,,,CGY-H,CHI-A,,,CAR-A,,CBJ-H,,,,BUF-H,,ANH-A,,,,,,,
3/7/2015,,MON-H,PHI-H,WSH-A,,COL-H,,,CBJ-A,TBL-A,,,NYI-H,PIT-H,,ARI-A,,WPG-H,FLA-A,,,BOS-A,LAK-A,VAN-H,TOR-A,DAL-H,STL-H,SJS-A,NSH-A,BUF-H
3/8/2015,,,DET-H,,EDM-H,,OTT-A,NYR-H,MIN-A,,BOS-A,CAR-A,,,COL-H,,PHI-H,,,CHI-A,CGY-H,NJD-A,,,,,,,,
3/9/2015,VAN-A,NSH-H,,,,,,,,,EDM-H,DET-A,,,,,,ARI-A,TOR-A,,,,SJS-A,PIT-H,,,NYI-H,ANH-H,,
3/10/2015,,,OTT-A,,CBJ-H,CAR-A,,,LAK-H,PHI-A,,,,COL-A,NJD-H,TBL-H,MIN-A,,NYR-H,NYI-A,BOS-H,DAL-H,,,WPG-H,MON-A,,,STL-A,
3/11/2015,CGY-A,,,TOR-A,,,ANH-H,,,,,,,,,,,,,WSH-A,,,,,,,BUF-H,,,NYR-H
3/12/2015,,CHI-H,TBL-H,,DAL-H,DET-A,,ARI-A,NJD-H,CAR-A,CBJ-H,PIT-A,WPG-H,VAN-A,,OTT-H,COL-A,SJS-A,,,MON-A,STL-A,EDM-H,NSH-H,PHI-H,BOS-A,,LAK-H,FLA-A,
3/13/2015,MIN-A,,,,,EDM-H,TOR-H,,,WSH-A,,CBJ-A,,,ANH-H,,,,OTT-H,,NYI-A,,,,,,CGY-A,,,DAL-H
3/14/2015,,NJD-H,PIT-A,NYR-H,FLA-H,,COL-A,SJS-A,CGY-H,,PHI-A,,CAR-A,NSH-H,STL-A,NYI-A,ARI-A,LAK-A,MON-H,BUF-A,,DET-H,BOS-H,CHI-H,MIN-H,WPG-H,VAN-A,TOR-H,TBL-A,
3/15/2015,NSH-H,,WSH-A,,CBJ-A,CAR-H,,,,STL-H,PIT-A,,NYR-A,,,,,ANH-A,,FLA-H,PHI-H,OTT-A,DET-H,,DAL-A,,,,,BOS-H
3/16/2015,,LAK-A,,WSH-H,,,,,,,,TOR-H,,ARI-H,,TBL-A,,,,,,,,,,MON-H,EDM-A,,,BUF-A
3/17/2015,,,BUF-H,BOS-A,OTT-H,,STL-H,NYI-H,,,,,MON-H,,NSH-A,FLA-A,PIT-H,MIN-H,CHI-A,,CAR-A,VAN-A,NJD-A,WPG-A,CGY-A,,,PHI-H,SJS-H,
3/18/2015,LAK-H,,,,,EDM-A,,NYR-A,,,,CBJ-H,,ANH-A,,,,,,CHI-H,,,,,,,,,,
3/19/2015,,COL-H,OTT-A,,MON-A,VAN-A,PHI-H,,ARI-A,PIT-H,FLA-A,,DET-H,,WSH-H,CAR-H,,,,,BOS-H,CGY-A,DAL-A,TOR-A,WPG-A,,SJS-H,CBJ-H,STL-H,MIN-A
3/20/2015,COL-H,,,NJD-H,,,,,ANH-A,,TBL-A,,,,,,BUF-A,,,,,,,,,DET-H,,,,
3/21/2015,,PIT-H,FLA-A,NSH-A,NYR-H,CGY-A,CBJ-H,DAL-A,,CHI-H,,PHI-H,BOS-H,VAN-H,STL-H,SJS-H,NYI-H,BUF-H,NJD-A,CAR-A,TOR-H,EDM-A,ARI-A,MON-A,MIN-A,,OTT-A,LAK-A,WSH-H,WPG-A
3/22/2015,NYR-A,VAN-H,TBL-A,,,,,,,,STL-H,,,,,,,,,ANH-H,,,,,DET-A,BOS-H,,ARI-A,,
3/23/2015,,,,DAL-A,CHI-H,,COL-H,CAR-A,CGY-A,BUF-H,,WPG-H,,NJD-A,TOR-A,,LAK-H,,,,SJS-H,,,OTT-A,,,MIN-H,,EDM-A,
3/24/2015,CBJ-A,DET-A,,,,ANH-H,,,,,ARI-H,,TBL-A,NYR-A,NYI-A,NSH-A,,MON-H,MIN-H,LAK-H,,,STL-H,,PIT-A,FLA-H,,WPG-H,VAN-A,
3/25/2015,,,,,,,DAL-H,PHI-A,EDM-A,CGY-A,,COL-H,,,,,,,,,,CHI-H,,,,,,,,
3/26/2015,BOS-A,BUF-A,ANH-H,ARI-H,PIT-H,,,,VAN-A,,SJS-H,,TOR-A,NYI-A,,WPG-A,WSH-A,TBL-A,LAK-H,OTT-A,NYR-H,,CAR-A,DET-A,,NSH-H,FLA-H,COL-H,MON-H,NJD-H
3/27/2015,,,,,,CHI-A,MIN-A,CBJ-H,,EDM-A,,DAL-H,,,CGY-H,,,,,,,,,,,,,,,
3/28/2015,NYI-A,PIT-A,NYR-H,COL-A,NJD-H,STL-A,,,BUF-H,VAN-A,TBL-H,,MON-A,MIN-A,LAK-H,FLA-H,CAR-A,WSH-A,ANH-H,BOS-A,TOR-A,SJS-H,ARI-H,PHI-A,CBJ-H,DET-A,OTT-H,DAL-H,,NSH-H
3/29/2015,NJD-A,,CAR-A,,BOS-H,,NSH-A,WPG-A,,,NYI-A,,OTT-A,,,,ANH-H,CGY-H,DET-H,WSH-H,FLA-H,,SJS-H,PIT-A,,,,,CHI-H,NYR-A
3/30/2015,,BUF-H,,ARI-A,,,DAL-A,LAK-H,EDM-H,CGY-H,,COL-A,,CHI-A,,TBL-H,,,,,,,,,VAN-H,MON-A,,STL-A,,
3/31/2015,,,FLA-H,,WSH-A,NJD-H,,,,,OTT-H,,BOS-A,,,,CBJ-A,VAN-H,,WPG-A,DET-A,,,,,TOR-A,TBL-H,NSH-A,NYR-H,CAR-H
4/1/2015,EDM-H,,,TOR-H,,,,,SJS-A,,,ANH-A,,,,,,,,,,PIT-A,PHI-H,COL-H,,,BUF-A,,,
4/2/2015,,,DET-A,,FLA-A,NYI-H,STL-A,VAN-H,,,BOS-H,LAK-A,CAR-H,EDM-H,NYR-H,WSH-H,,,CBJ-A,MIN-A,TBL-H,,,,CGY-H,OTT-A,,CHI-A,,MON-A
4/3/2015,COL-H,SJS-A,,CHI-H,,,,BUF-A,ANH-A,STL-H,,,,,,NJD-A,MON-H,,,,,,,ARI-H,DAL-A,,,,,
4/4/2015,,SJS-H,TOR-H,NYI-A,PHI-H,PIT-H,EDM-A,,LAK-A,NSH-A,MIN-A,CGY-H,TBL-H,COL-H,DET-H,,NYR-A,DAL-H,BUF-H,NJD-H,WSH-H,CAR-A,CBJ-A,ARI-A,,FLA-A,BOS-A,WPG-A,VAN-H,OTT-A
4/5/2015,,,,,,,,STL-H,,,WSH-H,,MON-H,,,FLA-A,,,,,TOR-A,PIT-H,PHI-A,,CHI-A,,OTT-H,,,DET-A
4/6/2015,,,,CAR-H,BUF-A,NYR-A,,,,SJS-A,,,,VAN-A,WPG-H,,,,,CBJ-H,,,,DAL-H,,,,LAK-H,MIN-A,
4/7/2015,,CGY-A,,,DET-A,,ARI-H,MIN-H,NSH-H,,CAR-H,LAK-H,,EDM-A,CHI-A,,NYR-H,COL-A,PHI-A,NJD-A,PIT-H,NYI-H,OTT-A,,WPG-H,,,,STL-A,
4/8/2015,DAL-H,,WSH-A,,,TOR-H,,,,ANH-A,,,,,,,,,,,,,,,,,CBJ-A,,,BOS-H
4/9/2015,,VAN-A,FLA-A,,PHI-A,,LAK-H,STL-A,WPG-H,,MON-A,SJS-H,BOS-H,CGY-A,NSH-A,DET-H,TBL-A,MIN-H,,OTT-H,NYR-A,CAR-H,,EDM-A,CHI-H,NJD-H,,ARI-H,COL-A,
4/10/2015,,,,CBJ-A,,BUF-H,,,,,,,,,,,,,PIT-A,,,,NYI-H,,,,,,,
4/11/2015,ARI-A,ANH-H,TBL-A,PIT-H,DET-H,NYI-A,WPG-A,COL-A,CHI-H,NSH-H,CAR-A,VAN-A,NJD-H,SJS-H,STL-A,TOR-A,FLA-A,DAL-A,CBJ-H,WSH-A,PHI-A,OTT-H,BUF-A,LAK-A,MIN-H,BOS-H,MON-H,EDM-H,CGY-H,NYR-H
4/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
